"Parameter"|"Parameter.Name"
84169|"Sulfur_PM2.5_STP"
42306|"Sulfuric_acid"
12402|"Sulfuric_acid_(TSP)_STP"
43000|"Sum_of_PAMS_target_compounds"
85100|"Survey_Data_PM10_LC"
11101|"Suspended_particulate_(TSP)"
11102|"Suspended_particulate_(TSP)_LC"
12170|"Tantalum_(TSP)_STP"
88170|"Tantalum_PM2.5_LC"
12171|"Tellurium_and_compounds_as_Te_(TSP)_STP"
62104|"Temperature_24-Hr_Max"
62105|"Temperature_24-Hr_Min"
62106|"Temperature_Difference"
12172|"Terbium_(TSP)_STP"
88172|"Terbium_PM2.5_LC"
43373|"Tert-amyl_methyl_ether"
43309|"tert-butyl_alcohol"
43396|"tert-Butyl_ethyl_ether"
17802|"Tetrachlorobenzene_(TSP)_STP"
17812|"Tetrachlorobiphenyl_(TSP)_STP"
43817|"Tetrachloroethylene"
17807|"Tetrachlorophenol_(TSP)_STP"
43523|"Tetradecanal"
65173|"Thallium_(precip)"
14173|"Thallium_(TSP)_LC"
12173|"Thallium_(TSP)_STP"
85173|"Thallium_PM10_LC"
82173|"Thallium_PM10_STP"
88173|"Thallium_PM2.5_LC"
14174|"Thorium_(TSP)_LC"
12174|"Thorium_(TSP)_STP"
85174|"Thorium_PM10_LC"
88174|"Thorium_PM2.5_LC"
12138|"Thorium-230_(TSP)_STP"
12139|"Thorium-232_(TSP)_STP"
14160|"Tin_(TSP)_LC"
12160|"Tin_(TSP)_STP"
11356|"Tin_-_117_(TSP)"
11361|"Tin_-_120_(TSP)"
85160|"Tin_PM10_LC"
82160|"Tin_PM10_STP"
86160|"Tin_PM10-2.5_LC"
83160|"Tin_PM10-2.5_STP"
88160|"Tin_PM2.5_LC"
84160|"Tin_PM2.5_STP"
14161|"Titanium_(TSP)_LC"
12161|"Titanium_(TSP)_STP"
85161|"Titanium_PM10_LC"
82161|"Titanium_PM10_STP"
86161|"Titanium_PM10-2.5_LC"
83161|"Titanium_PM10-2.5_STP"
88161|"Titanium_PM2.5_LC"
84161|"Titanium_PM2.5_STP"
45504|"Tolualdehydes"
45202|"Toluene"
81111|"TOTAL_CARBON_(PM10)_use_82116"
82116|"Total_Carbon_PM10_STP"
88312|"Total_Carbon_PM2.5_LC_TOT"
84312|"Total_Carbon_PM2.5_STP_TOT"
43800|"Total_chlorinated_hydrocarbons"
21101|"Total_dustfall_(SP)"
17823|"Total_heptachlorodibenzo-p-dioxin_(TSP)_STP"
17829|"Total_heptachlorodibenzofuran_(TSP)_STP"
17822|"Total_hexachlorodibenzo-p-dioxin_(TSP)_STP"
17828|"Total_hexachlorodibenzofuran_(TSP)_STP"
43101|"Total_hydrocarbons"
85306|"Total_Nitrate_PM10_LC"
86306|"Total_Nitrate_PM10-2.5_LC"
88306|"Total_Nitrate_PM2.5_LC"
43102|"Total_NMOC_(non-methane_organic_compound)"
11125|"Total_non-asbestos_fibers"
17824|"Total_octachlorodibenzo-p-dioxin_(TSP)_STP"
17830|"Total_octachlorodibenzofuran_(TSP)_STP"
44101|"Total_Oxidants"
17821|"Total_pentachlorodibenzo-p-dioxin_(TSP)_STP"
17827|"Total_pentachlorodibenzofuran_(TSP)_STP"
11104|"Total_polynuclear_hydrocarbons"
43911|"Total_reduced_sulfur"
42269|"Total_sulfur"
17820|"Total_tetachlorodibenzo-p-dioxin_(TSP)_STP"
17826|"Total_tetrachlorodibenzofuran_(TSP)_STP"
21116|"Total_Weight_Ash_(SP)"
43838|"trans-1,2-Dichloroethylene"
43830|"trans-1,3-Dichloropropene"
43394|"trans-1,3-Dimethylcyclopentane"
43216|"trans-2-Butene"
43289|"trans-2-Hexene"
43226|"trans-2-Pentene"
43516|"Trans-Crotonaldehyde"
17801|"Trichlorobenzene_(TSP)_STP"
17811|"Trichlorobiphenyl_(TSP)_STP"
43824|"Trichloroethylene"
43811|"Trichlorofluoromethane"
17806|"Trichlorophenol_(TSP)_STP"
43851|"Trichlorotrifluoroethane"
43526|"Tridecanal"
43142|"Tridecene"
16117|"Tridymite"
12178|"Tungsten_(TSP)_STP"
88186|"Tungsten_PM2.5_LC"
63302|"Ultraviolet_radiation"
63304|"Ultraviolet_radiation_(type_B)"
43527|"Undecanal"
43131|"Unidentified_VOC"
12179|"Uranium_(TSP)_STP"
85179|"Uranium_PM10_LC"
82179|"Uranium_PM10_STP"
83179|"Uranium_PM10-2.5_STP"
88179|"Uranium_PM2.5_LC"
84179|"Uranium_PM2.5_STP"
88366|"UV_Carbon_PM_2.5_at_375_nm"
88314|"UV_Carbon_PM2.5_at_370_nm"
84314|"UV_Carbon_PM2.5_STP"
43518|"Valeraldehyde"
65164|"Vanadium_(precip)"
14164|"Vanadium_(TSP)_LC"
12164|"Vanadium_(TSP)_STP"
11362|"Vanadium_-_51_(TSP)"
85164|"Vanadium_PM10_LC"
82164|"Vanadium_PM10_STP"
86164|"Vanadium_PM10-2.5_LC"
83164|"Vanadium_PM10-2.5_STP"
88164|"Vanadium_PM2.5_LC"
84164|"Vanadium_PM2.5_STP"
61112|"Vert_Wind_Direction"
61109|"Vertical_Wind_Speed"
43447|"Vinyl_acetate"
43861|"Vinyl_bromide"
43860|"Vinyl_chloride"
62102|"Virtual_Temperature"
63101|"Visibility"
85309|"Volatile_nitrate_PM10_LC"
86309|"Volatile_nitrate_PM10-2.5_LC"
88309|"Volatile_Nitrate_PM2.5_LC"
43104|"Volatile_organic_compounds"
65301|"Volume_(precip)"
21118|"Water_Inso_Ash_(SP)"
21115|"Water_Insol_Wt_(SP)"
21117|"Water_Sol_Ash_(SP)"
21114|"Water_Sol_Weight_(SP)"
61104|"Wind_Direction_-_Resultant"
61102|"Wind_Direction_-_Scalar"
61103|"Wind_Speed_-_Resultant"
61101|"Wind_Speed_-_Scalar"
11114|"Windblown_particulate"
45102|"Xylene(s)"
14183|"Yttrium_(TSP)_LC"
12183|"Yttrium_(TSP)_STP"
85183|"Yttrium_PM10_LC"
82183|"Yttrium_PM10_STP"
83183|"Yttrium_PM10-2.5_STP"
88183|"Yttrium_PM2.5_LC"
84183|"Yttrium_PM2.5_STP"
65338|"Zinc_(precip)"
22167|"Zinc_(SP)"
14167|"Zinc_(TSP)_LC"
12167|"Zinc_(TSP)_STP"
11360|"Zinc_-_64_(TSP)"
11357|"Zinc_-_66_(TSP)"
85167|"Zinc_PM10_LC"
82167|"Zinc_PM10_STP"
86167|"Zinc_PM10-2.5_LC"
83167|"Zinc_PM10-2.5_STP"
88167|"Zinc_PM2.5_LC"
84167|"Zinc_PM2.5_STP"
12185|"Zirconium_(TSP)_STP"
85185|"Zirconium_PM10_LC"
82185|"Zirconium_PM10_STP"
86185|"Zirconium_PM10-2.5_LC"
83185|"Zirconium_PM10-2.5_STP"
88185|"Zirconium_PM2.5_LC"
84185|"Zirconium_PM2.5_STP"
